entity_type,bundle_name,entity_id,field_name,weight,address,street,street2,city,province,zip,country,timezone,zoom,lat,lng,term_id
post,charity_bin_dir_ltg,19128,location_address,0,"2504 F Ave, Ogden, UT 84401, USA",2504 F Avenue,,Ogden,Utah,84401,US,,10,41.220325,-111.996683,0
post,charity_bin_dir_ltg,19129,location_address,0,"3111 Wall Ave, Ogden, UT 84401, USA",3111 S Wall Avenue,,Ogden,Utah,84401,US,,10,41.207514,-111.980187,0
post,charity_bin_dir_ltg,19130,location_address,0,"5691 S Harrison Blvd, Ogden, UT 84405, USA",Harrison Boulevard,,Ogden,Utah,,US,,10,41.149924,-111.939662,0
post,charity_bin_dir_ltg,19131,location_address,0,"1450 W 800 N, Orem, UT 84057, USA",West 800 North,,,Utah,84057,US,,10,40.311847,-111.729959,0
post,charity_bin_dir_ltg,19132,location_address,0,"1550 N State St, Orem, UT 84057, USA",1550 North State Street,,,Utah,84042,US,,10,40.325569,-111.706562,0
post,charity_bin_dir_ltg,19133,location_address,0,"774 S State St, Orem, UT 84058, USA",State Street,,,Utah,84097,US,,10,40.283219,-111.689272,0
post,charity_bin_dir_ltg,19134,location_address,0,"200 E 1100 N, Pleasant Grove, UT 84062, USA",1100 North,,,Utah,84062,US,,10,40.371474,-111.738658,0
post,charity_bin_dir_ltg,19135,location_address,0,"255 S 700 E St, Provo, UT 84606, USA",North 700 East Street,,Provo,Utah,84604,US,,10,40.23056,-111.64609,0
post,charity_bin_dir_ltg,19136,location_address,0,"1720 W 1460 N, Provo, UT 84604, USA",1720 West 1460 North,,Provo,Utah,84604,US,,10,40.254699,-111.68837,0
post,charity_bin_dir_ltg,19137,location_address,0,"1125 N University Ave, Provo, UT 84604, USA",North University Avenue,,Provo,Utah,84603,US,,10,40.249354,-111.660856,0
post,charity_bin_dir_ltg,19138,location_address,0,"560 W Center St, Provo, UT 84601, USA",West Center Street,,Provo,Utah,84601,US,,10,40.234161,-111.668774,0
post,charity_bin_dir_ltg,19139,location_address,0,"815 S Freedom Blvd, Provo, UT 84601, USA",815 South Freedom Boulevard,,Provo,Utah,84601,US,,10,40.223351,-111.661694,0
post,charity_bin_dir_ltg,19140,location_address,0,"11901 Park Haven Ln, Riverton, UT 84096, USA",11901 Park Haven Lane,,,Utah,84065,US,,10,40.535017,-111.997335,0
post,charity_bin_dir_ltg,19141,location_address,0,"1605 W 12600 S, Riverton, UT 84065, USA",12600 South,,,Utah,84065,US,,10,40.522053,-111.936366,0
post,charity_bin_dir_ltg,19142,location_address,0,"5445 S 900 E, Salt Lake City, UT 84117, USA",900 East,,Salt Lake City,Utah,84106,US,,10,40.652668,-111.865935,0
post,charity_bin_dir_ltg,19143,location_address,0,"4974 S Redwood Rd, Salt Lake City, UT 84123, USA",Redwood Road,,West Valley City,Utah,84199,US,,10,40.660834,-111.938853,0
post,charity_bin_dir_ltg,19144,location_address,0,"1017 Harrison Ave S, Salt Lake City, UT 84105, USA",1017 Harrison Avenue,,Salt Lake City,Utah,84105,US,,10,40.740523,-111.861796,0
post,charity_bin_dir_ltg,19145,location_address,0,"1269 Colorado St W, Salt Lake City, UT 84116, USA",,,,,,,,10,40.795715,-111.931781,0
post,charity_bin_dir_ltg,19146,location_address,0,"151 S Connor St, Salt Lake City, UT 84112, USA",Connor Street,,Salt Lake City,Utah,84148,US,,10,40.766082,-111.831486,0
post,charity_bin_dir_ltg,19147,location_address,0,"1945 E Sunnyside Ave, Salt Lake City, UT 84108, USA",Sunnyside Avenue,,Salt Lake City,Utah,84108,US,,10,40.752658,-111.835246,0
post,charity_bin_dir_ltg,19148,location_address,0,"2425 Heritage Way, Salt Lake City, UT 84109, USA",Heritage Way,,Salt Lake City,Utah,84109,US,,10,40.711825,-111.821366,0
post,charity_bin_dir_ltg,19149,location_address,0,"325 E 8th Ave, Salt Lake City, UT 84103, USA",8th Avenue,,Salt Lake City,Utah,84103,US,,10,40.778506,-111.879799,0
post,charity_bin_dir_ltg,19150,location_address,0,"3865 S 2300 E, Salt Lake City, UT 84109, USA",2300 East,,Salt Lake City,Utah,84109,US,,10,40.687517,-111.823136,0
post,charity_bin_dir_ltg,19151,location_address,0,"699 E 600 S, Salt Lake City, UT 84102, USA",600 South,,Salt Lake City,Utah,84111,US,,10,40.756312,-111.871297,0
post,charity_bin_dir_ltg,19152,location_address,0,"830 Arapeen Dr, Salt Lake City, UT 84108, USA",Arapeen Drive,,Salt Lake City,Utah,84148,US,,10,40.75161,-111.82673,0
post,charity_bin_dir_ltg,19153,location_address,0,"4948 S 2700 W, Salt Lake City, UT 84129, USA",,,,,,,,10,40.661655,-111.958084,0
post,charity_bin_dir_ltg,19154,location_address,0,"1276 500 W, Salt Lake City, UT 84101, USA",500 West,,Salt Lake City,Utah,84101,US,,10,40.742135,-111.906138,0
post,charity_bin_dir_ltg,19155,location_address,0,"1450 400 W, Salt Lake City, UT 84115, USA",1450 400 West,,Salt Lake City,Utah,84115,US,,10,40.738245,-111.90311,0
post,charity_bin_dir_ltg,19156,location_address,0,"3461 W 4850 S, Salt Lake City, UT 84118, USA",,,,,,,,10,40.663179,-111.973395,0
post,charity_bin_dir_ltg,19157,location_address,0,"3490 W 1820 S, Salt Lake City, UT 84104, USA",1820 South,,Salt Lake City,Utah,84199,US,,10,40.731054,-111.974438,0
post,charity_bin_dir_ltg,19158,location_address,0,"3873 W 5400 S, Salt Lake City, UT 84118, USA",,,,,,,,10,40.652923,-111.982428,0
post,charity_bin_dir_ltg,19159,location_address,0,"1871 Canyon View Dr, Santa Clara, UT 84765, USA",1871 Canyon View Drive,,,Utah,84765,US,,10,37.134866,-113.641875,0
post,charity_bin_dir_ltg,19160,location_address,0,"3735 El Camino Real, Santa Clara, CA 95051, USA",3735 El Camino Real,,Santa Clara,California,95051,US,,10,37.35365,-121.998675,0
post,charity_bin_dir_ltg,19161,location_address,0,"11205 Black Cherry Way, South Jordan, UT 84095, USA",11205 Black Cherry Way,,,Utah,84095,US,,10,40.547576,-111.932433,0
post,charity_bin_dir_ltg,19162,location_address,0,"11221 Copper Rock Dr, South Jordan, UT 84095, USA",Copper Rock Drive,,,Utah,,US,,10,40.547682,-112.005393,0
post,charity_bin_dir_ltg,19163,location_address,0,"1604 S Jordan Pkwy, South Jordan, UT 84095, USA",South Jordan Parkway,,,Utah,84095,US,,10,40.563793,-111.936507,0
post,charity_bin_dir_ltg,19164,location_address,0,"3448 Shields Ln, South Jordan, UT 84095, USA",Shields Lane,,,Utah,84095,US,,10,40.574181,-111.973302,0
post,charity_bin_dir_ltg,19165,location_address,0,"3706 Shields Ln, South Jordan, UT 84095, USA",Shields Lane,,,Utah,84095,US,,10,40.57333,-111.976955,0
post,charity_bin_dir_ltg,19166,location_address,0,"11205 Black Cherry Way, South Jordan, UT 84095, USA",11205 Black Cherry Way,,,Utah,84095,US,,10,40.547576,-111.932433,0
post,charity_bin_dir_ltg,19167,location_address,0,"3945 Washington Blvd, South Ogden, UT 84405, USA",3945 Washington Boulevard,,,Utah,84403,US,,10,41.191303,-111.972535,0
post,charity_bin_dir_ltg,19168,location_address,0,"450 E 3700 S, South Salt Lake, UT 84115, USA",3700 South,,,Utah,84190,US,,10,40.690968,-111.879309,0
post,charity_bin_dir_ltg,19169,location_address,0,"1532 1450 S St, St. George, UT 84790, USA",1450 South,,Saint George,Utah,84790,US,,10,37.083604,-113.551181,0
post,charity_bin_dir_ltg,19170,location_address,0,"157 N 200 W, St. George, UT 84770, USA",157 North 200 West,,Saint George,Utah,84770,US,,10,37.110849,-113.587963,0
post,charity_bin_dir_ltg,19171,location_address,0,"160 500 W St, St. George, UT 84770, USA",160 West 500 South,,Saint George,Utah,84770,US,,10,37.111012,-113.593277,0
post,charity_bin_dir_ltg,19172,location_address,0,"2410 E Riverside Dr, St. George, UT 84790, USA",East Riverside Drive,,Saint George,Utah,84790,US,,10,37.10258,-113.531882,0
post,charity_bin_dir_ltg,19173,location_address,0,"2410 E Riverside Dr, St. George, UT 84790, USA",East Riverside Drive,,Saint George,Utah,84790,US,,10,37.10258,-113.531882,0
post,charity_bin_dir_ltg,19174,location_address,0,"267 E 1400 S, St. George, UT 84790, USA",267 East 1400 South,,Saint George,Utah,84790,US,,10,37.084919,-113.578895,0
post,charity_bin_dir_ltg,19175,location_address,0,"28 E Tabernacle St, St. George, UT 84770, USA",28 East Tabernacle Street,,Saint George,Utah,84770,US,,10,37.107989,-113.582638,0
post,charity_bin_dir_ltg,19176,location_address,0,"285 E Tabernacle St, St. George, UT 84770, USA",285 East Tabernacle Street,,Saint George,Utah,84770,US,,10,37.108531,-113.577393,0
post,charity_bin_dir_ltg,19177,location_address,0,"390 N Mall Dr, St. George, UT 84790, USA",Mall Drive,,Saint George,Utah,84690,US,,10,37.115036,-113.541415,0
post,charity_bin_dir_ltg,19178,location_address,0,"391 E 500 S, St. George, UT 84770, USA",391 East 500 South,,Saint George,Utah,84770,US,,10,37.099891,-113.575198,0
post,charity_bin_dir_ltg,19179,location_address,0,"405 E St George Blvd, St. George, UT 84770, USA",405 East Saint George Boulevard,,Saint George,Utah,84770,US,,10,37.110085,-113.574498,0
post,charity_bin_dir_ltg,19180,location_address,0,"435 N 1680 E, St. George, UT 84790, USA",,,,,,,,10,37.115423,-113.548065,0
post,charity_bin_dir_ltg,19181,location_address,0,"46 S 1000 E, St. George, UT 84770, USA",46 South 1000 East,,Saint George,Utah,84770,US,,10,37.107344,-113.562956,0
post,charity_bin_dir_ltg,19182,location_address,0,"530 E Tabernacle St, St. George, UT 84770, USA",530 East Tabernacle Street,,Saint George,Utah,84770,US,,10,37.107815,-113.571874,0
post,charity_bin_dir_ltg,19183,location_address,0,"650 Man O War Rd, St. George, UT 84790, USA",650 Man O War Road,,Saint George,Utah,84790,US,,10,37.053394,-113.598531,0
post,charity_bin_dir_ltg,19184,location_address,0,"745 N Dixie Dr, St. George, UT 84770, USA",745 North Dixie Drive,,Saint George,Utah,84770,US,,10,37.120906,-113.624649,0
post,charity_bin_dir_ltg,19185,location_address,0,"75 E Tabernacle St, St. George, UT 84770, USA",75 East Tabernacle Street,,Saint George,Utah,84770,US,,10,37.108426,-113.581765,0
post,charity_bin_dir_ltg,19186,location_address,0,"200 Stansbury Pkwy, Stansbury Park, UT 84074, USA",200 Stansbury Parkway,,,Utah,84074,US,,10,40.646172,-112.28978,0
post,charity_bin_dir_ltg,19187,location_address,0,"2228 W 1700 S, Syracuse, UT 84075, USA",2228 West 1700 South,,,Utah,84075,US,,10,41.090256,-112.069621,0
post,charity_bin_dir_ltg,19188,location_address,0,"2680 S 775 W, Syracuse, UT 84075, USA",West 775 South,,,Utah,84075,US,,10,41.075726,-112.04127,0
post,charity_bin_dir_ltg,19189,location_address,0,"1792 S 1000 W, Syracuse, UT 84075, USA",1792 South 1000 West,,,Utah,84075,US,,10,41.087938,-112.046704,0
post,charity_bin_dir_ltg,19190,location_address,0,"2650 W 4700 S, Taylorsville, UT 84129, USA",Kamas Circle,,,Utah,84129,US,,10,40.668095,-111.956957,0
post,charity_bin_dir_ltg,19191,location_address,0,"1065 W Levoy Dr, Taylorsville, UT 84123, USA",1065 W Levoy Drive,,,Utah,84123,US,,10,40.672628,-111.92216,0
post,charity_bin_dir_ltg,19192,location_address,0,"5220 S 1470 W, Taylorsville, UT 84123, USA",,,,,,,,10,40.656453,-111.932035,0
post,charity_bin_dir_ltg,19193,location_address,0,"350 Community Center Drive, Washington, UT 84780, USA",350 Community Center Drive,,,Utah,84780,US,,10,37.136597,-113.500443,0
post,charity_bin_dir_ltg,19194,location_address,0,"1335 W 7800 S, West Jordan, UT 84088, USA",West 7800 South,,,Utah,84084,US,,10,40.609016,-111.930223,0
post,charity_bin_dir_ltg,19195,location_address,0,"1653 W 9000 S, West Jordan, UT 84088, USA",,,,,,,,10,40.587371,-111.937609,0
post,charity_bin_dir_ltg,19196,location_address,0,"2640 W 9000 S, West Jordan, UT 84088, USA",,,,,,,,10,40.588015,-111.956697,0
post,charity_bin_dir_ltg,19197,location_address,0,"7046 S Redwood Rd, West Jordan, UT 84084, USA",,,,,,,,10,40.623117,-111.93958,0
post,charity_bin_dir_ltg,19198,location_address,0,"3060 S Lester St, West Valley City, UT 84119, USA",Lester Street,,West Valley City,Utah,84119,US,,10,40.705402,-111.937545,0
post,charity_bin_dir_ltg,19199,location_address,0,"3751 S 4225 W, West Valley City, UT 84120, USA",,,,,,,,10,40.690453,-111.990815,0
post,charity_bin_dir_ltg,19200,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19201,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19202,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19203,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19204,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19205,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19206,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19207,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19208,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19209,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19210,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19211,location_address,0,"Albany, NY, USA",,,City of Albany,New York,,US,,10,42.657579,-73.756232,0
post,charity_bin_dir_ltg,19212,location_address,0,"2200 Gambell St, Anchorage, AK 99503, USA",2200 Gambell Street,,Anchorage,Alaska,99503,US,,10,61.199997,-149.871018,0
post,charity_bin_dir_ltg,19213,location_address,0,"2211 Arca Dr, Anchorage, AK 99508, USA",2211 Arca Drive,,Anchorage,Alaska,99508,US,,10,61.200596,-149.82004,0
post,charity_bin_dir_ltg,19214,location_address,0,"2300 Abbott Rd, Anchorage, AK 99507, USA",2300 Abbott Road,,Anchorage,Alaska,99507,US,,10,61.136305,-149.83727,0
post,charity_bin_dir_ltg,19215,location_address,0,"3521 E Tudor Rd, Anchorage, AK 99507, USA",3521 East Tudor Road,,Anchorage,Alaska,99507,US,,10,61.182035,-149.814203,0
post,charity_bin_dir_ltg,19216,location_address,0,"7701 Debarr Road, Anchorage, AK 99504, USA",7701 DeBarr Road,,Anchorage,Alaska,99504,US,,10,61.211136,-149.736598,0
post,charity_bin_dir_ltg,19217,location_address,0,"13401 Old Glenn Hwy, Eagle River, AK 99577, USA",Old Glenn Highway,,Anchorage,Alaska,99577,US,,10,61.341522,-149.556259,0
post,charity_bin_dir_ltg,19218,location_address,0,"17108 Hanson Dr, Eagle River, AK 99577, USA",17108 Hanson Drive,,Anchorage,Alaska,99577,US,,10,61.327445,-149.562998,0
post,charity_bin_dir_ltg,19219,location_address,0,"20365 Exchange St, Ashburn, VA 20147, USA",20365 Exchange Street,,,Virginia,20417,US,,10,39.052703,-77.454367,0
post,charity_bin_dir_ltg,19220,location_address,0,"43145 Broadlands Center Plaza, Ashburn, VA 20148, USA",,,,,,,,10,39.026324,-77.510557,0
post,charity_bin_dir_ltg,19221,location_address,0,"44693 Brimfield Dr, Ashburn, VA 20147, USA",44693 Brimfield Drive,,,Virginia,20417,US,,10,39.050535,-77.454117,0
post,charity_bin_dir_ltg,19222,location_address,0,"109 Eastside Dr, Ashland, MO 65010, USA",109 Eastside Drive,,,Missouri,65010,US,,10,38.776392,-92.251039,0
post,charity_bin_dir_ltg,19223,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19224,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19225,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19226,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19227,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19228,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19229,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19230,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19231,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19232,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19233,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19234,location_address,0,"6255 Barfield Rd #155, Atlanta, GA 30328, USA",,,,,,,,10,33.927301,-84.358994,0
post,charity_bin_dir_ltg,19235,location_address,0,"1512 Piedmont Ave NE, Atlanta, GA 30324, USA",1512 Piedmont Avenue Northeast,,Atlanta,Georgia,30324,US,,10,33.797195,-84.370505,0
post,charity_bin_dir_ltg,19236,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19237,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19238,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19239,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19240,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19241,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19242,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19243,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19244,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19245,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19246,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19247,location_address,0,"3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA",,,,,,,,10,30.227305,-97.746156,0
post,charity_bin_dir_ltg,19248,location_address,0,"2927 Guadalupe St, Austin, TX 78705, USA",2927 Guadalupe Street,,Austin,Texas,78705,US,,10,30.297127,-97.741967,0
post,charity_bin_dir_ltg,19249,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19250,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19251,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19252,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19253,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19254,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19255,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19256,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19257,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19258,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19259,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19260,location_address,0,"1416 17th St, Bakersfield, CA 93301, USA",1416 17th Street,,Bakersfield,California,93301,US,,10,35.377606,-119.01818,0
post,charity_bin_dir_ltg,19261,location_address,0,"1600 University Ave, Berkeley, CA 94703, USA",1600;1610 University Avenue,,Berkeley,California,94702,US,,10,37.877482,-122.279565,0
post,charity_bin_dir_ltg,19262,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19263,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19264,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19265,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19266,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19267,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19268,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19269,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19270,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19271,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19272,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19273,location_address,0,"333 N 31st St, Billings, MT 59101, USA",333 North 31st Street,,Billings,Montana,59101,US,,10,45.787561,-108.511462,0
post,charity_bin_dir_ltg,19274,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19275,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19276,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19277,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19278,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19279,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19280,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19281,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19282,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19283,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19284,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19285,location_address,0,"2760 E Fairview Ave, Meridian, ID 83642, USA",2760 East Fairview Avenue,,Meridian,Idaho,83642,US,,10,43.627376,-116.362007,0
post,charity_bin_dir_ltg,19286,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
post,charity_bin_dir_ltg,19287,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
post,charity_bin_dir_ltg,19288,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
post,charity_bin_dir_ltg,19289,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
post,charity_bin_dir_ltg,19290,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
post,charity_bin_dir_ltg,19291,location_address,0,"989 Commonwealth Ave, Boston, MA 02215, USA",989 Commonwealth Avenue,,Boston,Massachusetts,2215,US,,10,42.357063,-71.120593,0
